datetime,count
2011-01-20 00:00:00,115.026203201184
2011-01-20 01:00:00,80.50349224539
2011-01-20 02:00:00,80.50349224539
2011-01-20 03:00:00,83.7648856167787
2011-01-20 04:00:00,83.7648856167787
2011-01-20 05:00:00,91.4311186136356
2011-01-20 06:00:00,90.9110783957448
2011-01-20 07:00:00,87.8251141271177
2011-01-20 08:00:00,91.3521139539149
2011-01-20 09:00:00,88.4136104270222
2011-01-20 10:00:00,106.434089059175
2011-01-20 11:00:00,104.495196362487
2011-01-20 12:00:00,141.25961898526
2011-01-20 13:00:00,104.90437776955
2011-01-20 14:00:00,125.7747200089
2011-01-20 15:00:00,135.19571813923
2011-01-20 16:00:00,114.939382025091
2011-01-20 17:00:00,120.191950239598
2011-01-20 18:00:00,89.1999475671042
2011-01-20 19:00:00,110.650388043224
2011-01-20 20:00:00,98.2789806447492
2011-01-20 21:00:00,88.7814855097105
2011-01-20 22:00:00,107.746456149066
2011-01-20 23:00:00,97.9266417631516
2011-01-21 00:00:00,95.0698842787338
2011-01-21 01:00:00,95.0698842787338
2011-01-21 02:00:00,77.443948419414
2011-01-21 03:00:00,59.7544769872545
2011-01-21 04:00:00,66.207689266037
2011-01-21 05:00:00,109.320621693542
2011-01-21 06:00:00,88.3946939814488
2011-01-21 07:00:00,79.7172421656697
2011-01-21 08:00:00,87.797530087475
2011-01-21 09:00:00,91.5218324621182
2011-01-21 10:00:00,76.4925868576424
2011-01-21 11:00:00,90.8585911479642
2011-01-21 12:00:00,88.9728839447073
2011-01-21 13:00:00,110.735621232447
2011-01-21 14:00:00,113.385237258919
2011-01-21 15:00:00,118.940696388834
2011-01-21 16:00:00,114.551351192789
2011-01-21 17:00:00,96.4507291915288
2011-01-21 18:00:00,96.3614852225847
2011-01-21 19:00:00,88.9202008201057
2011-01-21 20:00:00,76.0673111070025
2011-01-21 21:00:00,66.3520817273529
2011-01-21 22:00:00,62.9088770317768
2011-01-21 23:00:00,67.3984574153336
2011-01-22 00:00:00,87.0489428697928
2011-01-22 01:00:00,65.560322522294
2011-01-22 02:00:00,67.9218769412904
2011-01-22 03:00:00,63.3560530244647
2011-01-22 04:00:00,75.7664448583688
2011-01-22 06:00:00,84.3847215251647
2011-01-22 07:00:00,78.026136014842
2011-01-22 08:00:00,79.9391397974384
2011-01-22 09:00:00,67.9218769412904
2011-01-22 10:00:00,88.208269674667
2011-01-22 11:00:00,95.9985734601886
2011-01-22 12:00:00,81.9094223687828
2011-01-22 13:00:00,85.2858536024967
2011-01-22 14:00:00,90.5402386733853
2011-01-22 15:00:00,92.3643544876046
2011-01-22 16:00:00,105.239072410559
2011-01-22 17:00:00,93.7087021378863
2011-01-22 18:00:00,79.0482234033405
2011-01-22 19:00:00,94.5767086744801
2011-01-22 20:00:00,75.1754711118012
2011-01-22 21:00:00,72.6503211041216
2011-01-22 22:00:00,69.9582907241299
2011-01-22 23:00:00,93.591992346964
2011-01-23 00:00:00,93.591992346964
2011-01-23 01:00:00,93.591992346964
2011-01-23 02:00:00,101.183957807625
2011-01-23 03:00:00,101.183957807625
2011-01-23 05:00:00,93.591992346964
2011-01-23 06:00:00,93.591992346964
2011-01-23 07:00:00,76.9060907140571
2011-01-23 08:00:00,73.8003284217033
2011-01-23 09:00:00,76.2413338713618
2011-01-23 10:00:00,68.4083692366863
2011-01-23 11:00:00,76.9371925545617
2011-01-23 12:00:00,93.2206544616488
2011-01-23 13:00:00,82.9539516638146
2011-01-23 14:00:00,94.8604153272566
2011-01-23 15:00:00,94.8604153272566
2011-01-23 16:00:00,115.033093197855
2011-01-23 17:00:00,119.35481902037
2011-01-23 18:00:00,96.3614852225847
2011-01-23 19:00:00,96.0177823077695
2011-01-23 20:00:00,76.5659779184944
2011-01-23 21:00:00,83.0738840516528
2011-01-23 22:00:00,80.3714271479962
2011-01-23 23:00:00,71.3502917613382
2011-01-24 00:00:00,73.689829887995
2011-01-24 01:00:00,98.8874015509392
2011-01-24 03:00:00,87.0489428697928
2011-01-24 04:00:00,118.842928076863
2011-01-24 05:00:00,118.842928076863
2011-01-24 06:00:00,91.1793818101405
2011-01-24 07:00:00,97.0303411967097
2011-01-24 08:00:00,90.1964321058006
2011-01-24 09:00:00,83.7939520465948
2011-01-24 10:00:00,93.3838409834893
2011-01-24 11:00:00,78.3138825079816
2011-01-24 12:00:00,86.1330088764756
2011-01-24 13:00:00,76.9371925545617
2011-01-24 14:00:00,66.6469172867742
2011-01-24 15:00:00,95.7266230509379
2011-01-24 16:00:00,75.8516492771016
2011-01-24 17:00:00,72.3080847585851
2011-01-24 18:00:00,77.7343087780532
2011-01-24 19:00:00,69.6488757765288
2011-01-24 20:00:00,77.7343087780532
2011-01-24 21:00:00,67.3213143199315
2011-01-24 22:00:00,75.0323107871986
2011-01-24 23:00:00,85.9142683110368
2011-01-25 00:00:00,70.2998471220683
2011-01-25 01:00:00,68.3883694331494
2011-01-25 02:00:00,75.8106395346189
2011-01-25 04:00:00,63.0979096221774
2011-01-25 05:00:00,78.8619681232007
2011-01-25 06:00:00,66.5639315626668
2011-01-25 07:00:00,73.3998675034976
2011-01-25 08:00:00,73.573433230956
2011-01-25 09:00:00,62.6947352417974
2011-01-25 10:00:00,103.110735976763
2011-01-25 11:00:00,79.9168507145916
2011-01-25 12:00:00,80.6932188136188
2011-01-25 13:00:00,86.6939766701514
2011-01-25 14:00:00,148.196828089109
2011-01-25 15:00:00,158.595911212834
2011-01-25 16:00:00,158.595911212834
2011-01-25 17:00:00,148.196828089109
2011-01-25 18:00:00,122.529001912525
2011-01-25 19:00:00,85.1427463969834
2011-01-25 20:00:00,96.5925915378211
2011-01-25 21:00:00,96.5925915378211
2011-01-25 22:00:00,80.0376141905003
2011-01-25 23:00:00,80.0376141905003
2011-01-26 00:00:00,66.6753877567343
2011-01-26 01:00:00,74.5939698344909
2011-01-26 02:00:00,64.1294300866287
2011-01-26 05:00:00,66.0827701387124
2011-01-26 06:00:00,66.0827701387124
2011-01-26 07:00:00,58.5586129451486
2011-01-26 08:00:00,58.5586129451486
2011-01-26 09:00:00,58.5586129451486
2011-01-26 10:00:00,59.3534879773827
